Q_mAh_cm2,V_baseline_KC_V,V_network_smooth_path_V,DeltaV_network_minus_KC_mV,K_over_K0_baseline_KC,K_over_K0_network_smooth_path,eps_s_baseline_KC,eps_s_network_smooth_path,evidence_class
115.44444,1.613345,1.6166526,3.3076,0.98878616,0.99756734,0.00067521246,0.00069143601,E-SIM
115.55556,1.6165372,1.6199567,3.4195,0.98856764,0.99749482,0.000688879,0.00070752098,E-SIM
115.66667,1.6197864,1.6233175,3.5311,0.98834171,0.99741854,0.00070304484,0.00072431445,E-SIM
115.77778,1.623079,1.6267347,3.6557,0.98810095,0.99733848,0.00071818832,0.00074181641,E-SIM
115.88889,1.6263902,1.6302086,3.8184,0.98783187,0.99725458,0.00073518337,0.00076002686,E-SIM
116,1.6297468,1.633739,3.9922,0.98754938,0.9971668,0.00075308953,0.0007789458,E-SIM
116.11111,1.6331487,1.637326,4.1773,0.98725363,0.99707512,0.00077190682,0.00079857323,E-SIM
116.22222,1.6365959,1.6409695,4.3736,0.98694478,0.99697949,0.00079163522,0.00081890915,E-SIM
116.33333,1.6400884,1.6445696,4.4812,0.98662299,0.99686627,0.00081227474,0.00084271025,E-SIM
116.44444,1.6436262,1.6481041,4.4779,0.98628845,0.99673213,0.00083382538,0.00087058852,E-SIM
116.55556,1.6472064,1.6516592,4.4528,0.98594012,0.99658859,0.0008563669,0.00090016814,E-SIM
116.66667,1.650713,1.6552348,4.5218,0.98553232,0.99643552,0.00088292705,0.00093144912,E-SIM
116.77778,1.6542357,1.6588309,4.5952,0.98510135,0.99627283,0.00091116312,0.00096443145,E-SIM
116.88889,1.6577746,1.6624476,4.673,0.98464763,0.9961004,0.00094107511,0.00099911513,E-SIM
117,1.6613295,1.6660849,4.7554,0.98417164,0.99591814,0.00097266302,0.0010355002,E-SIM
117.11111,1.6649005,1.6697427,4.8422,0.98367386,0.99572597,0.0010059269,0.0010735866,E-SIM
117.22222,1.6684876,1.673421,4.9334,0.98315478,0.99552381,0.0010408666,0.0011133743,E-SIM
117.33333,1.6720907,1.67712,5.0293,0.98261492,0.99531159,0.0010774823,0.0011548634,E-SIM
117.44444,1.6755329,1.6807473,5.2144,0.98200269,0.99508005,0.0011193491,0.001199833,E-SIM
117.55556,1.6788809,1.6839744,5.0935,0.98133947,0.99479593,0.0011651171,0.001254636,E-SIM
117.66667,1.6821862,1.6871345,4.9483,0.98064162,0.99449211,0.0012137472,0.0013128326,E-SIM
117.77778,1.6854488,1.6902275,4.7787,0.97991024,0.99416846,0.0012652394,0.0013744229,E-SIM
117.88889,1.6886688,1.6932536,4.5848,0.97914648,0.99382486,0.0013195939,0.0014394069,E-SIM
118,1.691846,1.6962125,4.3665,0.97835154,0.99346122,0.0013768105,0.0015077846,E-SIM
118.11111,1.6949806,1.6991045,4.1239,0.9775266,0.99307748,0.0014368893,0.001579556,E-SIM
118.22222,1.6979586,1.7019294,3.9708,0.97663963,0.99267362,0.0015021976,0.0016547211,E-SIM
118.33333,1.7007211,1.7046873,3.9662,0.97567596,0.99224963,0.0015739563,0.0017332799,E-SIM
118.44444,1.7033787,1.7073782,3.9995,0.9746701,0.99180554,0.0016498686,0.0018152324,E-SIM
118.55556,1.7059315,1.710002,4.0705,0.97362399,0.99134141,0.0017299344,0.0019005785,E-SIM
118.66667,1.7083795,1.7122742,3.8947,0.97253959,0.99082491,0.0018141538,0.0019955559,E-SIM
118.77778,1.7107226,1.7143891,3.6665,0.97141888,0.9902779,0.0019025266,0.0020959057,E-SIM
118.88889,1.7129609,1.7163797,3.4188,0.97026381,0.98970422,0.001995053,0.0022009048,E-SIM
119,1.7150856,1.718246,3.1604,0.96906683,0.989104,0.0020923899,0.0023105533,E-SIM
119.11111,1.7170623,1.719988,2.9257,0.96779282,0.98847739,0.0021971255,0.002424851,E-SIM
119.22222,1.7189223,1.7216057,2.6834,0.9664785,0.98782461,0.0023069149,0.0025437981,E-SIM
119.33333,1.7206655,1.723099,2.4335,0.96512617,0.98714591,0.0024217582,0.0026673945,E-SIM
119.44444,1.7222919,1.724468,2.1761,0.96373815,0.98644158,0.0025416553,0.0027956403,E-SIM
119.55556,1.7238014,1.7257128,1.9114,0.96231669,0.98571194,0.0026666063,0.0029285353,E-SIM
119.66667,1.7251942,1.726923,1.7288,0.96086403,0.98495091,0.0027966112,0.0030674595,E-SIM
119.77778,1.7264702,1.7280917,1.6215,0.95938239,0.9841591,0.0029316698,0.0032123022,E-SIM
119.88889,1.7277161,1.7291661,1.45,0.9578511,0.98334059,0.0030727683,0.0033622553,E-SIM
120,1.7288752,1.7301462,1.271,0.95628703,0.98249573,0.0032192606,0.0035173187,E-SIM
