q_mAh_cm2,time_s,V_control_V,V_physical_dense_V,deltaV_physical_minus_control_V,eps_s_control,eps_s_physical_dense,theta_control,theta_physical_dense,theta_dense_shadow_on_control,S_control,S_physical_dense,K_control,K_physical_dense
104.222222222,9380,1.47344889074,1.43460295696,-0.03884593378,0.000205125544766,0.000198742622059,0.703059340336,0.160766574025,0.164407921726,1.40001879819,1.39997056397,0.996549648587,0.996656303724
104.333333333,9390,1.47402737064,1.43463894408,-0.03938842656,0.00020750773782,0.000200937719669,0.707277145113,0.161777652882,0.165489339659,1.40248141434,1.40242966163,0.996509684365,0.996619455409
104.444444444,9400,1.47461478476,1.43467494325,-0.03993984151,0.0002099124514,0.000203148108369,0.711470742118,0.162790330252,0.166574824194,1.40495047219,1.40489403053,0.996469345168,0.996582352229
104.555555556,9410,1.47520871972,1.43471101132,-0.0404977084,0.000212333544786,0.000205373354559,0.715629137474,0.163804374957,0.167661549643,1.40742211076,1.4073643444,0.996428733994,0.9965450015
104.666666667,9420,1.47580922376,1.43474711588,-0.04106210788,0.0002147711014,0.000207606895123,0.719752067628,0.164816786248,0.168749523466,1.40989531514,1.40984016718,0.996387849512,0.996507513415
104.777777778,9430,1.47641925243,1.43478328343,-0.041635969,0.000217232384222,0.000209861205571,0.723850137009,0.165833202085,0.169841930388,1.41236824971,1.41232191124,0.996346570115,0.996469678615
104.888888889,9440,1.47703731602,1.43481948807,-0.04221782795,0.000219713587437,0.000212125107297,0.727916816246,0.166848543127,0.170937012142,1.41484651126,1.41480933996,0.996304959665,0.996431684757
105,9450,1.47766229185,1.43485574103,-0.04280655082,0.000222211847704,0.000214401507642,0.731947423869,0.16786411471,0.172033461614,1.41733111474,1.41730267727,0.996263066213,0.996393483074
105.111111111,9460,1.47829446608,1.43489206062,-0.04340240546,0.000224727810929,0.000216695899068,0.735942673169,0.168882341367,0.173131527738,1.41982290196,1.4197992815,0.996220879017,0.996354981432
105.222222222,9470,1.47893795717,1.43492841319,-0.04400954398,0.000227271244984,0.000218998676725,0.739915968491,0.169898938294,0.174235401719,1.42231874473,1.42230013092,0.996178234589,0.996316341045
105.333333333,9480,1.4795888588,1.43496484051,-0.04462401829,0.000229832422925,0.000221319426116,0.743852718549,0.170918128896,0.175340790875,1.42482076817,1.42480430872,0.996135295936,0.996277401097
105.444444444,9490,1.48024726299,1.43500129291,-0.04524597008,0.000232411467861,0.000223652842942,0.747752825357,0.171937550312,0.176447712901,1.42732881266,1.42731321468,0.996092061081,0.996238250634
105.555555556,9500,1.48091515642,1.43503776432,-0.0458773921,0.000235012919364,0.000225995864431,0.751622071884,0.172955861543,0.177558064681,1.42984260781,1.42982695627,0.996048454119,0.996198941072
105.666666667,9510,1.48159386716,1.43507419369,-0.04651967347,0.000237639534818,0.000228360047741,0.755463878502,0.173978064706,0.178672946528,1.43237074717,1.43234612933,0.996004429018,0.996159278548
105.777777778,9520,1.48228061666,1.43511059197,-0.04717002469,0.000240284812035,0.000230732707866,0.759268670384,0.17499864115,0.179789536204,1.43490089394,1.4348707109,0.995960094728,0.996119475916
